site_id	W116_D1	W116_D5	W60_D5	W42_D5	W40_D1	W115_D5	W117_D5	W58_D5	W59_D1	W60_D1	W58_D1	W41_D1	W41_D5	W40_D5	W59_D5	W117_D1	W115_D1
105854	13	1	96	3	4	8	1	90	71	62	18	9	2	2	77	3	8
106112	2	3	27	2	3	2	1	29	13	17	9	6	2	3	23	6	1
106113	2	3	27	2	3	2	1	28	13	15	9	6	2	3	24	6	1
106115	2	3	27	2	3	3	1	27	13	14	9	6	2	3	24	6	1
106118	2	3	27	2	3	3	1	23	10	12	8	6	2	5	21	6	1
106124	2	3	16	2	3	3	1	16	6	9	8	6	2	5	16	6	1
106127	3	3	13	2	3	3	1	15	6	9	7	7	2	5	13	6	1
106130	3	3	11	2	3	3	1	15	4	9	7	7	2	5	14	6	1
106206	14	16	5	5	7	8	3	5	2	7	1	13	5	12	3	11	9
106211	14	15	5	5	7	8	3	5	2	7	1	13	5	12	2	11	9
106216	14	16	5	5	8	8	3	5	3	5	2	13	5	13	3	11	8
106242	15	16	8	6	10	10	4	16	8	7	3	17	5	13	8	12	9
106262	13	13	16	4	7	8	3	20	12	15	3	11	3	11	13	8	9
106267	13	14	16	4	7	7	3	21	11	17	4	11	3	11	14	8	9
106276	12	14	20	4	7	7	3	28	13	24	3	10	3	8	20	8	9
106327	6	6	37	2	5	12	3	49	17	29	7	14	3	8	34	12	7
106400	29	23	77	13	28	38	19	87	49	59	10	53	14	49	85	40	29
107020	24	20	88	7	11	36	14	94	63	65	13	19	3	18	95	27	26
107021	22	20	93	7	10	35	14	97	67	66	13	18	3	17	96	24	27
107081	19	25	82	7	10	26	17	83	59	65	17	38	2	25	97	28	22
107088	19	26	80	7	10	27	17	81	58	60	17	37	2	25	94	31	23
107094	22	25	74	8	11	27	17	76	53	59	21	43	2	22	92	34	24
107953	7	11	14	5	3	5	2	12	18	14	23	10	2	3	11	3	4
108169	4	10	10	6	3	11	9	4	7	12	24	22	1	9	16	13	7
108172	4	12	10	6	3	11	8	3	7	12	23	24	1	9	15	13	7
108187	5	12	13	6	3	11	11	10	12	13	23	25	1	10	16	13	7
108241	9	15	32	5	5	24	17	18	23	28	21	32	2	17	25	15	16
108449	44	42	58	25	6	48	37	42	37	35	18	60	9	40	37	49	38
108450	47	45	58	26	6	51	39	40	39	35	16	64	9	42	39	52	39
108454	47	45	56	30	6	48	41	44	40	39	15	62	10	44	41	51	39
112556	6	5	7	1	2	7	4	10	4	3	12	3	3	2	17	5	2
112575	15	11	16	6	4	14	11	17	11	7	10	10	5	9	22	15	8
112611	30	32	35	16	13	31	30	35	13	16	13	29	15	29	37	40	26
112791	27	39	18	9	4	32	28	19	11	10	15	43	10	31	19	48	27
113521	7	7	12	5	3	14	3	15	14	20	14	7	4	8	11	10	13
113535	8	7	12	5	2	14	2	16	11	17	7	6	4	8	13	9	13
113602	15	10	17	11	4	20	7	19	19	13	10	14	4	14	20	24	10
113614	15	11	18	11	4	20	7	17	20	16	12	12	4	16	21	24	9
113842	27	34	24	16	19	43	23	52	26	35	25	39	11	25	53	53	38
113866	25	27	20	8	13	35	15	40	20	23	23	32	11	20	40	47	25
113956	13	11	10	9	11	21	15	23	8	6	18	18	4	8	14	24	14
113995	15	5	8	7	11	19	13	11	5	3	10	19	2	7	3	21	7
114004	15	5	7	7	12	19	13	11	4	3	9	20	2	8	3	19	8
114010	15	4	7	7	12	17	13	9	2	3	9	18	1	8	2	18	6
114014	13	4	7	7	12	15	13	9	2	3	9	17	2	6	2	12	4
114016	13	4	5	7	12	15	13	9	2	4	9	18	2	8	3	12	5
114764	23	30	3	18	15	46	33	8	11	5	15	65	12	43	3	53	43
115100	21	21	38	15	6	18	31	22	23	24	3	41	7	29	25	35	29
115101	17	17	25	12	3	15	26	16	18	16	1	24	6	22	20	25	24
115102	18	17	28	13	3	14	26	16	19	16	1	26	7	22	20	24	23
115111	5	7	8	6	1	8	8	2	8	7	1	12	3	2	8	12	7
115116	11	9	9	6	3	12	8	4	13	8	3	18	3	3	10	18	9
115118	11	8	10	7	3	12	7	16	16	8	3	20	3	3	10	14	10
115119	11	8	11	7	3	11	7	17	18	8	3	19	3	3	9	12	10
115121	12	8	8	4	3	12	6	15	12	6	3	14	2	3	6	10	8
115165	22	31	29	19	14	33	23	41	31	30	5	52	7	28	46	35	36
115861	7	6	20	5	9	11	9	12	17	10	17	9	3	3	21	12	12
115863	7	6	19	5	8	10	7	11	14	10	17	8	3	3	21	12	11
115864	7	6	18	5	8	10	7	11	16	10	17	9	3	3	21	12	10
115866	6	6	22	5	7	10	7	10	13	10	18	9	3	3	21	12	11
115899	1	1	16	1	3	1	2	9	11	15	13	2	1	1	13	2	6
116200	7	19	91	6	1	10	6	89	64	59	21	11	5	9	84	20	9
116206	9	19	92	6	1	11	7	85	61	62	15	12	5	9	86	20	10
116212	9	20	96	8	1	12	8	92	71	58	17	12	5	10	88	23	14
116213	10	21	93	8	1	13	8	91	73	57	17	13	5	10	88	23	14
116218	11	20	90	8	3	14	8	93	72	59	17	15	5	12	89	24	16
116221	11	21	79	8	3	13	9	81	63	51	17	15	5	12	84	24	16
116330	25	64	59	19	9	40	28	49	55	39	18	48	22	28	42	47	37
116431	5	12	13	5	1	7	9	8	15	5	4	10	9	6	13	9	7
120213	2	5	8	3	1	8	2	6	3	6	18	4	1	9	3	8	4
120228	10	12	13	5	4	12	6	10	8	8	17	10	4	17	5	14	11
120236	12	13	16	6	4	13	7	13	7	7	13	14	3	22	5	20	14
120267	16	38	22	18	8	28	19	24	9	20	22	29	8	34	17	34	26
120429	7	9	13	5	7	12	7	13	10	5	20	14	6	11	15	14	13
120430	7	9	13	5	7	12	6	13	10	5	21	14	6	10	15	14	12
120453	1	4	9	2	5	6	1	4	2	5	19	4	2	3	7	3	6
120454	1	4	9	2	5	7	1	4	2	5	20	2	2	3	7	3	6
120548	3	8	3	2	3	6	3	3	1	4	17	14	1	3	7	8	7
120578	8	9	9	8	7	12	6	6	5	8	13	28	1	6	14	17	12
120583	8	9	9	8	6	12	7	6	5	8	14	27	1	7	14	17	15
120603	11	10	9	10	7	15	7	6	5	8	17	38	1	9	14	20	17
120624	10	9	9	11	7	14	7	6	5	8	17	36	1	9	14	20	16
120789	31	34	13	24	7	48	25	17	19	12	16	60	9	32	25	68	43
120927	6	12	9	7	5	21	5	9	1	3	13	25	4	12	5	17	19
120936	5	14	9	6	4	16	5	8	2	3	11	20	3	11	5	17	16
120948	4	11	3	6	3	6	3	3	1	3	10	15	3	9	3	13	9
122035	5	9	10	1	9	10	6	8	8	11	6	6	7	9	17	11	14
122511	35	30	79	13	17	44	37	96	79	72	15	55	17	31	95	55	28
123499	46	55	56	25	29	51	43	66	50	47	15	64	11	50	85	95	63
123500	44	55	58	24	29	52	42	67	50	47	16	64	11	52	84	92	65
123543	22	24	29	11	13	27	22	27	31	25	6	19	5	21	38	30	20
123551	18	18	23	11	12	21	18	25	31	26	1	19	5	16	32	26	16
123552	17	21	22	9	12	22	19	23	34	28	1	20	5	17	33	28	17
123555	16	17	21	9	15	21	9	20	33	25	1	19	5	15	27	25	12
123556	13	18	21	10	14	20	10	20	29	26	1	18	6	12	24	23	12
123594	7	7	9	6	7	10	9	10	18	12	1	9	4	8	14	19	7
125754	22	43	81	7	22	41	31	48	54	53	24	48	12	37	86	41	29
126270	20	39	93	16	10	38	16	66	52	43	15	52	10	33	91	36	35
128110	4	7	35	1	3	12	3	28	49	20	15	15	2	4	18	9	6
128113	4	9	33	1	4	11	3	27	47	22	15	15	2	5	12	7	6
128119	4	10	31	1	2	11	3	28	48	21	14	14	1	6	10	7	6
128122	4	10	30	1	1	11	4	26	48	26	12	14	2	6	11	7	6
129343	42	33	13	24	26	62	40	8	9	13	18	64	22	42	4	83	57
129500	5	3	3	1	5	3	3	3	2	4	23	8	1	4	3	5	6
130229	3	7	4	2	1	3	2	3	4	1	1	3	1	4	1	3	3
130230	15	27	24	11	6	12	10	16	17	15	20	21	1	12	20	15	29
130873	19	59	63	25	11	34	46	48	28	47	13	54	18	43	55	43	28
130874	16	54	53	26	12	32	40	47	25	42	10	51	16	40	53	39	25
131002	24	49	73	29	16	41	48	59	47	46	10	65	13	40	64	51	46
131021	21	42	53	23	16	41	37	49	40	32	8	55	10	31	45	37	37
131024	18	30	42	19	12	35	29	41	40	26	8	52	7	27	33	35	34
131025	17	30	42	19	13	34	26	39	37	27	8	50	7	26	33	34	31
131042	12	19	25	17	10	19	20	29	29	22	4	34	3	22	17	23	24
131066	7	14	18	13	6	19	11	22	22	19	3	22	3	19	14	16	15
131068	5	3	15	5	4	12	10	12	11	10	2	18	2	13	9	8	4
131070	5	3	13	5	4	13	9	11	11	8	2	16	2	13	9	8	4
131156	1	3	1	1	2	5	3	1	4	4	2	8	2	1	1	3	3
131162	1	4	4	2	3	6	3	3	7	10	2	11	2	2	3	4	3
131196	5	6	11	5	4	7	5	7	13	12	6	17	2	6	10	15	7
131216	6	6	12	6	4	6	5	6	14	13	5	17	3	6	11	15	8
131220	7	7	13	5	4	7	5	7	13	13	6	16	3	6	12	16	5
131222	5	6	12	6	4	6	5	7	14	12	6	16	3	5	12	16	7
131239	11	10	13	7	4	9	10	7	14	13	6	17	5	8	12	19	11
131264	12	12	13	10	7	11	11	6	10	10	5	26	6	9	11	22	16
131266	13	13	12	11	7	11	11	7	9	11	6	26	6	10	12	22	17
131273	12	8	13	11	6	9	10	8	10	11	4	24	6	11	12	22	16
131292	14	10	16	11	6	8	9	8	11	8	5	22	3	10	12	21	13
131293	13	10	16	11	6	7	8	9	12	10	5	22	4	9	12	21	15
131296	14	10	15	11	6	9	8	8	11	9	5	21	4	9	12	21	13
131298	13	10	17	10	6	8	8	9	11	10	5	22	4	10	11	23	13
131302	13	10	17	11	6	7	8	8	11	10	5	22	4	10	11	22	15
131325	10	7	7	10	5	9	9	4	3	4	1	14	5	9	2	15	14
131329	8	7	7	9	5	8	9	4	3	4	1	13	4	7	2	13	14
131333	8	7	7	9	5	8	6	4	3	4	1	13	4	7	4	14	13
131779	48	35	7	14	19	41	41	7	2	2	17	62	28	43	4	68	51
133609	14	10	16	6	8	21	8	19	16	21	6	42	5	14	22	17	22
133611	15	11	16	6	8	20	6	17	17	21	6	39	5	15	22	16	22
134019	16	22	24	2	10	15	12	24	16	14	4	30	8	21	21	24	16
134020	17	23	27	2	10	17	15	25	19	14	4	29	8	22	23	23	18
134021	16	24	27	2	10	18	15	25	20	16	6	34	9	23	23	24	18
134022	17	21	27	2	10	19	15	27	19	18	6	36	10	23	23	26	19
134023	19	28	33	3	11	24	20	32	25	22	8	41	13	26	32	31	32
134024	17	22	29	2	8	20	16	25	24	21	9	40	13	25	24	26	31
134045	21	27	28	3	11	22	18	22	30	22	7	38	15	32	37	25	38
134048	14	22	28	4	11	18	18	19	23	18	7	35	16	26	39	26	36
139078	7	15	5	2	7	11	6	7	11	10	26	14	7	5	6	8	4
139087	6	12	5	3	10	11	7	7	12	8	25	13	7	5	6	9	4
139099	8	13	3	4	9	11	12	4	4	5	24	14	7	8	10	6	6
139123	11	16	3	9	10	16	13	5	5	3	20	15	11	11	13	17	15
139126	10	14	4	9	10	16	13	4	5	3	20	15	11	11	13	19	15
139144	11	16	6	11	5	19	16	3	4	2	21	14	12	12	14	23	18
139153	17	20	9	13	5	22	18	4	4	3	25	26	13	11	16	29	30
139186	21	31	15	20	6	29	34	10	4	10	20	40	20	20	25	43	42
139437	16	23	69	12	23	35	21	66	64	48	16	40	15	23	106	46	41
139492	17	20	60	11	18	29	20	61	55	37	16	45	9	18	98	43	31
139765	55	59	55	34	34	77	56	58	56	30	11	77	11	71	83	96	50
139888	10	12	5	10	16	11	12	11	9	11	12	27	3	16	12	18	16
139894	8	13	4	9	16	11	11	10	8	8	12	26	2	15	11	16	14
139900	8	13	4	8	16	9	10	9	9	8	10	22	1	13	11	14	14
139918	7	9	5	6	13	9	10	8	10	10	14	22	1	10	12	10	14
141014	41	46	62	16	20	35	32	82	59	56	18	57	18	35	76	63	67
141112	23	12	28	6	7	15	14	23	23	27	19	22	8	11	23	18	14
141127	24	10	25	6	8	15	13	22	24	31	19	20	10	11	27	13	12
141181	9	11	16	6	3	13	10	10	16	29	18	22	4	5	21	9	15
141223	3	10	12	2	3	12	7	4	12	12	14	15	4	3	21	7	11
141244	1	8	11	2	3	10	5	5	11	7	16	13	4	4	20	7	9
145558	28	50	79	31	15	68	44	64	50	53	27	75	22	45	63	54	73
145597	26	34	56	23	8	48	40	48	42	39	20	60	17	35	57	45	41
145702	40	54	56	31	22	62	60	65	66	48	15	92	21	55	77	56	54
146726	29	30	10	12	20	47	33	11	11	4	14	46	9	31	6	40	49
146824	12	7	2	5	5	20	13	8	9	8	14	16	4	13	4	11	19
147549	2	4	4	1	1	4	1	4	1	3	19	5	4	2	3	12	4
148445	11	10	63	3	5	20	9	36	33	29	16	19	7	15	29	23	13
148937	5	2	5	1	4	2	1	4	3	10	20	11	2	2	5	4	4
148938	5	2	5	1	5	2	1	4	3	10	20	12	2	3	5	4	4
149299	46	58	50	30	31	59	46	69	42	52	18	84	25	60	70	90	71
149987	7	10	5	6	7	20	15	5	7	2	27	23	11	12	6	5	21
150062	27	39	9	13	14	42	23	9	13	9	20	80	18	31	8	31	53
150092	34	55	18	16	16	47	28	18	22	16	19	104	25	43	18	48	67
150904	10	12	83	5	9	15	18	61	40	44	19	7	4	15	76	15	13
152078	44	65	70	30	32	63	56	92	46	37	9	84	28	49	78	69	72
156335	11	13	9	10	2	10	8	3	3	1	23	13	7	4	7	16	18
156479	3	2	2	9	3	8	3	2	2	1	22	7	4	5	3	12	10
157287	13	8	6	10	2	11	5	16	3	11	13	6	2	13	9	21	15
157622	1	3	6	1	1	7	3	2	7	8	11	11	1	4	12	3	4
157628	3	4	6	4	2	6	3	2	9	11	12	12	2	5	11	4	4
159044	50	63	41	27	33	65	43	35	30	30	12	85	13	63	42	62	67
159364	22	42	72	25	24	40	47	61	40	50	21	56	12	30	64	51	62
159365	23	45	70	26	24	40	47	62	40	52	21	58	12	31	64	52	61
159366	18	44	67	25	24	40	43	58	38	49	22	56	11	28	62	49	60
159392	30	54	105	30	23	54	58	86	59	56	22	73	18	53	92	83	74
159514	39	36	90	17	20	51	55	95	41	46	19	50	29	51	60	90	61
159515	40	40	91	16	20	52	56	96	44	44	21	51	29	50	62	90	64
159516	40	36	89	16	21	52	56	95	44	47	21	50	29	50	60	90	63
159576	10	11	13	3	8	9	10	19	5	5	22	11	3	5	4	24	9
159579	10	10	14	3	8	8	8	21	5	4	22	11	3	5	4	22	9
159800	51	63	89	27	18	63	62	82	36	61	16	61	21	57	65	90	72
160019	47	34	61	28	16	50	47	59	43	36	13	78	13	50	44	72	56
160023	52	37	59	27	15	51	52	62	47	39	16	79	16	50	47	73	58
160024	52	38	59	26	15	50	51	61	45	43	16	79	16	55	44	72	57
160025	55	39	60	26	14	50	53	60	48	44	15	79	17	55	45	76	60
160037	55	44	63	27	16	52	55	61	47	44	15	85	16	58	44	76	63
160043	54	48	75	27	17	56	61	69	51	51	13	92	14	61	54	83	73
160046	54	47	75	28	17	56	58	69	53	51	14	93	16	65	57	88	77
160295	30	23	21	11	7	44	21	21	31	16	7	24	16	45	22	52	44
160319	18	11	12	7	5	26	14	9	16	5	2	12	13	22	9	24	19
160323	16	11	12	9	4	24	12	10	13	5	2	14	13	23	9	26	24
160324	18	11	12	10	6	27	13	9	14	5	2	15	14	26	9	27	24
160327	14	10	9	9	5	20	11	6	8	3	2	15	13	24	7	22	22
160329	8	9	5	9	3	12	10	4	8	2	1	9	9	17	6	17	20
160330	8	9	6	9	3	11	9	4	9	2	1	9	9	17	6	17	19
160933	2	5	1	3	2	3	2	5	1	9	26	4	2	3	4	10	4
160937	2	5	1	2	2	3	2	5	1	9	26	4	2	3	4	10	4
160970	3	5	2	2	1	5	2	5	1	8	16	6	2	5	5	9	4
160993	3	5	3	4	2	5	3	4	1	7	20	6	2	4	4	5	2
161977	15	21	61	8	11	29	20	59	49	44	19	48	7	26	72	31	25
162131	1	3	3	1	4	8	3	4	3	5	18	6	1	9	4	8	5
162778	4	16	16	2	5	10	11	16	12	8	8	28	6	11	17	19	13
162779	5	16	18	2	5	8	10	17	13	7	8	27	6	12	17	20	13
162781	4	16	15	2	5	9	11	17	13	8	8	27	6	12	17	20	13
162791	4	9	10	1	2	4	5	12	5	2	6	12	4	6	11	16	2
164551	19	15	29	9	16	27	35	44	26	29	17	43	11	30	37	31	29
164553	18	16	26	9	16	25	32	42	25	27	17	42	11	29	37	29	27
164821	2	5	6	5	3	3	4	8	4	8	4	14	5	4	4	9	10
164824	2	5	2	5	2	3	4	8	4	8	4	11	5	3	3	9	9
164892	13	21	45	5	12	22	17	34	21	21	3	24	7	22	28	17	31
165365	10	12	8	3	5	8	9	15	5	6	17	10	2	2	6	8	6
165375	9	8	5	3	4	3	7	7	3	6	16	8	1	1	5	6	5
165376	9	8	4	3	2	3	7	7	3	6	17	8	1	1	5	6	4
165383	6	9	7	3	2	4	6	7	3	6	16	7	1	1	5	6	4
166917	3	12	10	5	1	6	6	10	6	4	2	9	6	3	9	11	8
166918	3	12	10	5	1	6	7	10	5	4	3	8	5	3	7	13	7
169224	32	33	61	21	25	54	28	41	29	35	17	48	21	39	45	47	57
169227	26	27	43	21	20	43	19	38	26	28	11	39	15	32	36	36	48
169228	26	27	44	19	19	43	19	42	25	28	10	40	14	32	36	36	49
169229	23	23	39	18	17	38	14	33	23	26	6	34	12	26	27	32	44
169232	21	26	47	20	17	40	16	36	31	27	6	38	11	30	33	33	48
169235	23	27	48	20	16	38	18	42	32	26	6	37	14	29	32	35	47
169239	30	24	47	21	10	37	19	41	27	28	6	39	14	29	32	33	51
169245	36	31	62	25	12	44	25	47	37	35	7	54	14	38	41	49	54
169248	42	32	60	27	12	45	24	45	40	35	5	55	14	38	46	42	59
169258	38	33	55	25	12	40	26	50	40	34	5	53	14	43	47	45	54
169261	36	33	46	19	9	41	28	48	36	28	5	52	8	38	46	39	42
169262	31	33	44	15	9	39	26	47	35	26	5	51	8	39	43	39	40
169639	6	8	10	2	2	7	4	3	5	10	6	3	2	7	5	7	5
169641	6	8	10	2	2	7	4	3	5	10	6	3	2	6	5	7	5
169643	6	8	8	2	2	6	1	3	5	10	4	3	2	5	3	7	5
169644	6	8	8	2	2	6	1	3	5	10	4	3	2	5	3	7	5
171344	6	6	4	1	2	5	8	6	6	3	16	9	2	2	8	3	3
171912	3	2	2	5	2	3	1	2	4	3	12	7	1	2	1	3	2
171922	2	4	3	6	2	4	5	4	5	3	15	8	5	3	4	6	2
171926	2	3	3	6	2	4	5	3	5	4	11	9	5	3	4	5	1
171929	2	3	3	6	2	4	7	4	7	4	11	8	5	3	4	6	2
171949	4	4	3	6	2	4	7	7	7	5	13	9	9	3	7	6	3
172023	4	8	4	6	6	12	8	18	14	7	17	13	8	4	11	4	5
172784	29	54	15	15	21	60	41	16	15	9	25	59	23	57	13	47	46
173212	3	4	17	4	7	3	3	13	11	12	23	4	2	3	18	3	3
173213	3	1	17	4	7	2	3	13	7	10	22	3	2	2	14	3	2
173215	4	1	17	5	4	2	3	13	8	10	21	2	1	2	13	4	1
173216	3	1	17	5	6	1	3	13	8	10	22	2	1	2	13	4	2
173219	4	1	17	5	5	3	4	14	9	12	23	2	3	2	15	4	3
173221	7	2	18	5	7	3	3	16	12	12	23	3	3	2	16	4	4
173263	13	17	39	9	16	21	12	43	31	33	27	19	12	23	50	26	27
176163	8	6	7	8	6	4	6	11	7	10	10	13	2	6	10	9	12
178952	2	9	17	12	3	8	12	13	9	8	1	14	3	9	23	4	9
179008	24	29	52	23	12	31	34	43	30	24	7	62	12	31	57	21	28
179018	24	32	53	23	14	33	40	46	37	28	8	66	13	30	70	27	30
179044	34	42	61	26	20	47	48	55	44	28	9	84	19	37	74	31	42
179065	39	58	65	27	21	59	50	68	49	28	10	88	19	47	85	32	42
179142	32	62	69	23	19	65	44	58	55	38	6	72	15	42	79	36	37
179169	25	60	76	25	17	69	34	54	54	47	6	65	16	39	66	32	43
179203	15	51	72	27	12	65	31	59	54	54	6	49	16	40	78	39	36
179281	7	39	53	21	6	52	27	62	51	54	8	49	17	30	52	28	33
179299	6	38	49	19	6	48	25	57	45	47	9	51	16	34	50	24	30
179314	5	31	45	17	5	38	22	51	52	38	7	44	10	25	53	20	22
179326	3	31	49	11	4	34	22	55	50	38	9	41	10	23	51	14	20
179560	1	2	56	1	1	7	4	64	53	52	17	5	2	4	75	3	3
179570	2	4	55	1	2	8	4	65	50	54	15	6	2	5	71	5	4
179574	3	5	59	1	2	9	4	67	49	56	16	7	2	6	71	5	4
179597	3	5	57	1	2	13	4	64	40	58	16	8	2	6	71	5	5
179599	3	5	58	1	2	13	4	62	43	58	17	7	2	5	72	6	5
179622	3	5	70	1	2	13	5	79	55	70	20	8	2	6	86	6	5
179636	3	5	65	1	2	13	5	87	54	65	20	9	2	4	90	6	4
179661	3	5	61	1	2	13	5	72	49	57	16	8	2	6	78	5	4
179788	11	15	68	9	5	36	22	40	54	49	9	36	5	22	64	33	11
179791	11	15	70	8	5	36	24	51	53	50	9	37	4	23	70	36	12
179793	13	14	73	9	5	36	24	52	56	48	9	37	6	22	74	36	13
179841	21	28	67	11	12	67	37	63	52	59	11	50	12	39	71	42	27
179890	28	41	87	16	19	86	53	74	58	64	15	64	16	58	80	65	41
179924	21	38	67	13	18	67	38	63	56	49	9	53	14	53	62	49	31
179963	17	34	84	14	16	53	30	66	56	53	12	46	14	46	62	45	21
179971	12	32	81	13	16	46	28	59	49	48	11	42	13	41	59	45	19
179996	13	25	85	12	11	33	24	63	57	51	16	42	9	36	64	45	14
180015	7	17	80	10	11	25	13	62	55	49	13	37	11	26	65	34	10
180020	8	15	83	5	8	23	13	60	57	53	11	36	10	25	62	31	8
180054	4	14	71	4	6	14	10	57	49	47	10	33	8	14	62	18	5
180064	4	16	71	4	6	17	11	63	45	52	11	31	12	14	63	20	9
180075	1	12	69	3	9	14	15	64	46	55	11	28	10	16	67	18	8
180076	1	12	68	3	9	14	15	65	47	53	11	28	10	16	67	17	9
180077	1	11	69	1	9	14	13	65	49	54	11	28	10	16	65	17	9
180080	1	10	71	2	9	13	12	64	48	54	12	27	10	15	67	15	9
180084	1	10	71	2	8	13	12	59	48	54	11	25	10	16	61	15	9
180089	2	13	66	3	8	13	10	57	48	54	11	25	11	17	63	15	10
180099	2	14	70	3	8	14	12	63	50	56	11	34	14	18	66	19	11
180113	5	22	71	3	11	26	21	64	50	60	11	43	15	29	68	22	16
180197	18	43	56	16	28	56	42	66	38	49	14	77	18	60	60	48	37
180205	21	44	62	19	27	57	42	70	43	54	16	85	19	61	64	52	41
180290	15	32	46	18	17	45	29	74	43	42	17	53	13	44	48	34	28
180380	9	27	45	16	12	34	16	69	58	52	3	39	11	22	39	26	21
180384	9	27	54	16	13	35	17	82	62	55	3	38	11	23	43	28	22
180385	9	26	54	16	13	32	15	81	61	53	4	37	11	23	43	26	21
180386	9	27	51	16	13	34	19	80	62	55	4	39	11	24	44	29	22
180392	9	28	57	15	13	36	16	80	62	54	4	37	10	25	46	31	23
180428	16	31	68	22	12	30	21	75	49	57	2	37	14	32	69	32	29
180437	15	29	69	23	14	33	25	82	48	56	1	42	15	33	68	36	34
180463	12	21	53	13	8	24	18	65	39	43	1	27	14	23	55	25	22
180464	13	20	54	12	8	25	18	66	38	44	1	27	14	22	56	25	23
180533	27	44	89	22	16	61	38	84	54	51	8	65	22	44	98	52	48
180565	24	40	66	27	18	66	39	65	49	49	7	67	15	38	77	46	45
180566	24	41	66	27	19	67	39	66	49	47	7	68	15	38	77	46	44
180641	16	28	61	20	13	36	28	39	54	57	9	52	12	40	72	32	22
180644	13	24	56	20	13	38	28	32	46	57	8	48	12	40	66	30	22
180647	13	24	58	20	13	34	27	35	49	58	8	49	12	40	71	31	22
180672	10	18	49	19	7	30	21	26	37	44	5	32	10	27	43	21	13
180674	10	16	50	18	6	29	22	26	37	43	5	32	10	26	45	21	12
180678	10	16	54	17	7	27	21	27	38	44	5	32	10	27	44	21	13
180737	4	10	48	3	4	9	6	20	32	26	4	10	3	17	25	4	5
180738	4	10	49	3	4	10	6	20	33	28	4	11	3	18	25	4	3
180740	4	10	49	3	4	9	4	19	33	29	4	11	3	16	24	4	3
180744	4	9	48	2	3	8	4	19	28	30	4	8	2	12	20	1	2
181677	2	23	19	9	7	20	7	13	27	19	1	30	8	15	19	14	20
181725	9	48	47	18	15	43	20	30	43	39	3	49	17	36	44	36	33
181746	11	46	51	20	17	48	28	37	43	39	4	47	13	45	50	37	35
181860	21	40	32	34	17	76	45	34	29	27	7	67	14	77	38	58	54
181899	21	39	32	35	11	75	50	38	39	41	8	62	15	78	36	82	60
181911	22	37	32	36	9	69	42	33	42	37	6	62	12	80	40	79	53
181931	23	34	34	33	10	68	50	34	43	40	6	54	14	75	40	74	50
181941	22	39	37	37	9	73	51	41	44	51	6	65	16	83	53	75	56
182001	26	46	27	36	15	51	49	41	35	38	5	74	10	69	48	73	62
182007	23	49	24	34	13	50	46	38	32	39	5	71	9	61	42	67	59
182025	18	48	17	30	18	50	35	22	19	28	3	68	7	56	32	52	55
182076	22	50	12	27	22	49	39	13	9	16	3	79	7	60	22	50	59
182085	23	46	11	28	23	52	39	13	7	14	3	80	8	65	19	53	55
182087	18	37	6	26	23	47	34	11	6	9	3	64	9	60	12	44	48
182095	20	36	3	29	20	45	32	8	3	2	2	66	9	57	6	48	44
182163	23	39	10	41	15	52	45	6	5	1	3	68	15	53	6	52	50
182166	23	40	10	41	13	51	44	6	4	1	3	69	15	52	6	48	45
182178	24	38	14	39	18	52	42	8	11	3	2	62	17	48	13	45	44
182179	22	42	20	40	18	56	42	10	12	10	4	65	16	49	18	45	44
182182	24	43	20	41	21	62	47	12	17	12	5	69	17	49	23	51	46
182287	25	57	64	40	24	74	58	53	60	53	8	81	28	43	79	42	48
182768	4	20	15	5	7	28	11	11	22	25	7	22	8	12	21	9	12
182845	15	48	54	10	16	55	31	35	53	47	14	46	16	36	45	23	32
183163	5	18	31	9	5	23	21	21	21	14	6	29	6	14	19	20	17
183218	3	6	7	1	1	5	5	6	5	5	1	7	2	10	6	3	3
183476	11	29	50	16	11	40	28	53	54	37	7	54	13	28	62	17	22
183482	12	30	51	15	12	42	29	54	55	36	7	53	15	29	63	19	20
183503	15	37	53	19	10	50	32	57	68	30	7	57	14	29	59	26	29
183509	16	40	51	19	12	53	33	55	68	29	7	57	17	34	57	30	32
183510	16	39	53	19	11	48	30	57	67	29	7	55	16	32	59	35	27
183530	17	43	55	23	13	54	41	45	61	22	5	70	18	39	55	43	33
183661	16	54	76	22	19	64	59	66	53	54	8	87	18	55	64	58	53
184310	21	76	71	21	25	99	56	51	53	49	14	91	19	72	79	56	58
184866	24	56	56	30	16	71	48	48	42	50	20	81	21	63	66	57	37
184912	22	64	53	36	25	69	54	57	55	51	18	85	18	50	78	68	46
185480	22	57	70	28	30	58	55	56	51	45	18	70	29	50	66	68	48
185552	25	56	65	26	25	61	54	51	59	50	15	67	30	66	82	70	39
185633	18	44	43	18	27	55	44	42	42	35	7	46	21	66	64	52	34
185744	25	54	59	34	32	44	39	46	49	49	10	68	12	43	79	46	46
185856	12	39	19	35	26	56	36	14	16	22	7	74	14	49	33	63	41
185904	20	46	6	37	29	59	39	6	7	9	3	82	18	57	12	71	44
185905	20	48	3	34	27	58	38	2	5	8	1	84	18	57	9	68	44
185906	20	50	5	34	28	58	41	4	6	8	1	84	18	55	9	67	45
185909	18	49	7	31	26	55	39	2	6	8	2	77	14	53	8	62	41
185913	19	49	6	32	27	57	41	1	6	5	2	82	17	57	1	64	41
