site_id	W106_D5	W52_D1	W129_D5	W53_D1	W127_D5	W128_D5	W54_D5	W54_D1	W52_D5	W53_D5
414802	7	11	1	1	12	22	46	5	21	27
414803	7	10	1	1	11	22	47	5	21	26
414804	6	11	1	1	12	21	47	5	21	27
415845	14	13	7	5	27	43	44	11	24	28
416155	13	11	5	11	27	34	62	4	29	51
416307	4	4	14	8	19	39	37	3	23	39
416596	9	39	29	24	39	62	58	41	34	61
416871	13	108	51	84	40	46	40	60	39	36
417019	10	75	11	31	33	56	37	39	38	39
417260	13	7	1	7	27	42	31	5	17	36
418365	1	77	30	52	24	40	22	36	30	56
418646	3	45	18	30	33	28	40	28	33	37
418773	6	39	15	20	33	37	44	22	28	38
418815	9	27	10	14	25	41	38	12	29	39
419958	7	84	33	42	35	43	31	50	31	34
419959	7	85	33	42	35	44	35	52	30	36
420155	4	13	7	12	5	8	4	12	7	8
420222	5	25	15	22	5	14	11	25	12	11
420239	5	35	18	29	5	17	15	33	16	18
420812	8	67	26	58	44	27	40	43	40	38
422383	7	75	18	47	24	30	42	38	24	30
422385	7	77	18	50	24	33	43	39	26	30
422536	3	82	25	57	29	38	28	41	28	24
422995	7	83	37	58	26	30	39	54	34	49
423302	6	97	40	63	32	34	22	52	35	28
423595	7	88	41	59	30	32	33	36	37	46
424613	4	66	28	43	21	24	34	25	23	28
424734	2	12	4	5	10	9	10	4	4	6
427732	8	66	40	65	39	58	68	52	36	58
427733	7	64	41	67	38	59	64	51	37	59
429447	11	10	43	4	47	53	37	7	34	44
429448	11	10	43	4	47	51	38	7	35	44
429535	9	18	25	13	50	51	47	3	30	32
429596	9	28	22	15	44	43	39	8	26	40
429598	9	28	22	14	45	44	37	8	27	42
429677	8	46	40	36	31	39	33	24	22	43
429827	10	76	37	62	42	29	43	32	27	37
429829	10	78	37	61	41	29	42	34	24	36
430002	4	20	49	24	24	43	43	18	36	28
430003	4	20	51	24	23	44	41	18	37	28
431136	7	14	29	29	25	37	28	14	34	40
434947	8	72	38	53	26	43	33	41	35	32
434950	7	71	38	52	28	42	34	38	36	32
434951	7	70	37	53	28	45	37	40	40	33
435095	5	89	28	64	26	34	33	46	37	39
435096	5	91	29	62	25	34	33	44	36	41
435099	5	85	29	59	21	33	30	43	36	40
435100	5	87	30	60	24	34	29	40	37	39
435101	5	89	28	62	23	32	29	41	34	40
435741	12	82	38	57	36	34	32	38	29	42
437989	5	14	5	6	18	27	26	5	29	37
439326	13	25	31	20	25	46	37	18	37	40
441301	9	1	1	1	21	57	44	1	54	40
441493	10	18	6	7	15	58	38	11	47	44
441687	2	5	5	5	16	64	32	5	41	38
441688	3	6	5	5	16	62	38	5	40	39
443161	10	2	6	2	39	60	33	1	47	42
443311	15	22	55	25	20	70	45	14	45	48
443469	16	21	27	14	24	56	56	13	37	50
443657	13	39	25	30	33	55	57	31	47	42
444450	14	25	9	12	38	50	37	13	40	49
445733	5	66	29	63	23	47	46	24	37	43
445928	6	78	28	64	19	38	38	50	36	52
446969	1	5	3	5	3	4	5	5	2	5
446987	1	26	18	17	7	19	12	18	9	16
446988	1	28	23	21	8	17	13	19	9	19
446989	1	27	23	21	8	19	13	19	10	19
447137	11	27	13	36	43	67	67	30	55	85
448351	9	46	18	42	39	54	54	28	49	71
449089	5	74	47	47	33	38	49	43	43	42
450007	9	88	36	42	42	56	57	38	41	48
450334	16	74	36	32	36	40	34	22	62	57
450344	16	67	37	32	36	39	31	18	58	55
450444	16	99	41	63	39	53	40	32	64	50
453977	7	104	40	88	34	43	25	55	46	42
454759	11	76	43	58	33	52	48	43	45	35
454908	13	107	36	66	30	44	63	41	37	58
456258	7	127	39	66	25	45	39	57	44	46
456261	6	121	39	67	25	44	41	53	41	46
456263	6	122	40	67	26	43	40	54	40	47
456281	9	113	43	59	25	45	43	58	43	52
456715	5	127	44	81	43	44	44	64	43	61
459169	1	12	2	4	10	5	3	9	5	9
460640	3	105	29	79	17	46	33	63	34	29
462737	11	154	52	90	41	62	34	77	48	45
466665	7	46	22	42	39	42	59	28	41	46
467637	3	14	21	11	21	39	27	6	41	27
467693	5	9	20	7	41	44	44	3	49	55
468236	8	54	29	29	41	56	35	26	39	63
468237	8	56	29	29	42	56	34	27	39	63
470578	16	10	3	3	34	40	70	4	52	65
471429	4	12	7	7	26	37	35	1	35	39
471918	12	96	52	51	18	30	49	41	37	47
471994	8	88	30	42	24	24	38	23	43	42
474894	14	21	40	7	27	40	46	6	38	37
478982	10	49	18	22	12	20	8	21	17	21
478985	10	47	17	23	12	17	9	21	17	21
478986	10	47	17	24	12	15	9	20	17	20
478987	9	46	16	24	12	16	9	21	18	21
478994	10	41	17	23	12	15	7	20	15	19
479026	1	25	12	10	9	8	3	12	11	8
479028	1	24	10	10	8	7	4	12	9	7
479038	1	12	8	7	8	4	3	9	2	4
479138	2	31	4	8	4	2	12	16	8	8
479173	3	57	11	24	8	10	27	24	21	14
479174	3	64	15	28	11	18	30	24	22	19
480261	9	62	32	42	32	51	40	37	61	60
481401	8	33	23	29	32	52	41	20	53	44
483594	2	15	8	18	7	6	10	16	8	9
483610	2	9	1	9	4	3	6	3	2	7
483611	2	7	1	10	4	3	6	3	2	7
483639	3	13	5	6	8	8	4	4	2	4
483643	3	19	7	10	12	9	9	4	6	5
483645	4	22	6	10	12	9	10	4	6	5
483646	4	21	8	11	13	9	10	4	6	5
483792	8	55	27	42	25	21	22	34	17	23
483793	8	55	28	42	24	21	21	34	16	22
483794	8	55	27	41	25	20	21	34	17	23
483836	11	27	16	26	10	21	16	22	16	29
484270	8	103	53	48	30	52	33	33	45	40
485956	4	53	46	26	33	51	35	15	44	42
487053	8	141	56	82	32	48	51	52	47	54
487055	9	140	55	84	32	47	49	53	49	52
492326	10	91	30	53	36	34	46	36	47	50
494599	14	14	4	9	48	59	62	5	71	57
495012	13	49	24	38	49	67	60	29	54	78
495013	13	53	25	39	52	73	68	30	56	79
496564	12	99	53	71	34	53	52	68	57	54
496565	12	104	59	79	37	52	53	70	59	55
500164	17	113	47	88	36	55	58	59	43	49
500475	9	46	15	18	28	43	29	21	30	25
500595	2	1	2	1	7	2	4	1	8	6
500638	3	7	9	2	20	12	9	1	12	22
501175	2	9	12	17	7	6	4	14	6	5
501176	1	9	12	17	7	6	3	13	6	5
501177	1	9	9	15	7	6	2	12	6	3
501250	4	30	19	34	15	16	13	14	6	18
501395	8	68	31	48	36	41	34	46	39	25
504589	6	113	44	94	46	51	42	67	58	70
504590	3	13	2	9	8	5	13	10	7	9
504786	4	111	43	61	36	55	36	46	49	26
505674	12	34	25	19	22	38	43	17	27	43
506360	8	19	4	23	42	61	42	15	48	49
506593	21	20	22	14	36	52	48	20	49	74
506832	2	3	14	4	12	11	12	3	20	18
506838	2	3	13	3	11	11	12	3	18	15
506844	2	3	11	3	11	8	11	3	17	15
506846	2	3	10	3	11	9	11	3	17	15
506882	3	10	4	4	1	4	1	2	4	5
506959	4	49	22	32	16	25	20	35	21	28
506962	4	49	21	31	15	24	20	36	21	26
507319	17	91	40	95	38	57	50	38	47	41
507758	4	69	42	80	39	41	33	48	39	39
507759	4	75	40	80	41	41	37	47	40	41
507761	4	84	43	79	42	43	34	47	39	40
507972	7	13	9	18	37	63	42	1	44	64
508248	4	65	28	40	25	44	45	35	44	36
508249	4	65	26	40	25	43	45	35	44	37
508771	4	55	21	27	24	25	27	20	19	25
510734	3	9	5	9	32	38	38	5	24	28
510740	3	9	5	9	31	39	35	4	22	27
511607	9	48	22	18	24	26	23	19	14	19
511611	8	47	22	17	24	22	22	19	11	17
511660	5	17	10	6	9	10	7	8	4	9
511662	5	14	10	4	9	8	5	6	3	7
511663	4	14	9	4	7	9	4	6	4	7
511664	4	14	10	4	7	7	4	6	4	7
511780	8	55	33	33	34	32	24	18	38	19
512061	8	63	35	51	33	44	33	49	41	41
512074	9	58	35	48	36	44	32	43	39	40
512779	7	78	22	45	26	39	40	35	35	30
512835	11	71	23	51	33	45	43	39	38	33
513057	5	43	18	20	17	15	15	24	15	9
513152	7	17	12	10	6	11	7	6	10	12
513153	7	15	12	8	6	11	7	6	10	12
513172	8	25	18	19	12	15	14	11	13	18
513309	15	78	25	66	35	44	31	35	27	43
513331	12	72	22	60	37	33	22	26	24	36
513866	2	110	66	84	18	76	59	66	49	62
513916	4	113	64	75	28	69	59	72	49	52
514534	5	30	20	19	14	25	13	22	16	14
514541	3	24	21	18	12	22	12	19	10	12
514542	3	25	21	20	12	22	13	20	10	11
514544	3	25	21	19	12	22	13	19	9	12
514567	1	14	8	10	8	11	6	9	5	7
514568	1	14	7	10	8	11	6	8	5	7
514575	1	8	4	8	3	9	5	7	4	4
514589	2	14	9	8	4	8	2	3	2	4
514934	2	30	10	32	19	28	25	9	16	30
514951	1	17	7	30	17	22	16	12	17	29
514953	2	22	9	29	18	23	16	17	17	32
514954	1	20	8	32	16	26	16	16	17	30
514963	4	15	7	30	16	22	21	13	20	30
514966	5	14	6	30	20	21	22	12	20	30
514968	5	16	8	32	22	25	24	13	19	33
514970	2	13	7	28	11	17	14	11	15	19
514971	5	15	9	33	23	23	24	12	21	30
514978	5	11	6	29	21	19	23	13	19	20
514987	5	10	7	29	17	21	24	13	17	21
515001	3	9	2	15	21	21	25	9	19	17
515002	3	12	2	16	23	22	27	9	24	19
515003	3	10	2	15	23	20	26	9	25	19
515004	3	11	2	16	23	20	26	9	24	20
515027	3	12	2	18	28	28	34	14	34	22
515040	4	16	4	22	32	29	44	15	34	28
515189	9	43	3	33	48	70	47	20	45	62
516101	18	108	60	85	35	39	55	74	56	53
516856	8	113	59	84	34	69	48	67	62	49
516857	8	113	58	86	34	68	47	69	62	52
517006	18	128	36	82	33	51	61	64	42	59
517499	3	20	9	8	36	46	54	5	34	44
517500	3	20	9	8	37	46	51	5	33	42
517501	3	20	9	7	37	47	49	5	33	42
517503	3	19	7	8	34	46	52	5	29	39
517505	3	19	7	8	35	44	55	5	28	40
517507	3	20	6	8	36	44	52	5	30	39
519254	1	29	19	20	46	61	65	8	46	67
519457	7	26	5	12	38	55	37	14	29	53
519474	8	36	6	14	35	57	37	16	36	46
521257	24	123	49	103	54	55	45	62	56	49
521258	24	126	49	105	53	56	46	61	58	51
521917	7	98	55	63	38	31	37	64	44	40
522465	6	105	45	63	30	30	35	36	49	31
522466	6	106	47	62	28	28	36	35	47	30
522467	6	112	48	66	29	29	36	37	48	34
522468	6	108	48	66	27	27	31	35	47	30
522658	2	118	52	74	27	48	40	47	22	38
522659	3	124	55	76	32	47	42	50	24	37
522793	5	93	42	56	25	34	27	45	34	32
523589	6	45	9	21	9	13	9	17	11	11
523598	6	45	7	23	11	12	9	17	15	12
523601	6	39	6	15	8	11	7	11	10	11
523607	6	39	4	16	8	12	7	10	7	10
523612	7	38	6	17	9	12	9	10	11	10
523625	4	33	6	19	8	10	8	13	7	10
523628	3	32	6	22	7	11	8	14	8	10
523640	5	36	12	27	13	16	18	16	16	13
523642	5	33	13	28	14	16	18	14	16	14
523643	5	33	13	28	14	16	19	15	16	14
523645	6	34	11	30	14	16	19	17	16	12
523649	5	35	12	25	13	17	15	14	13	10
524065	11	111	34	62	42	45	47	56	48	34
524950	7	97	24	64	32	51	42	61	30	45
524951	7	103	25	68	32	49	41	64	30	47
524952	6	99	25	63	33	52	42	64	32	48
525100	10	103	36	65	32	49	44	54	41	37
525101	10	98	36	64	31	50	43	51	40	34
526366	4	51	35	46	19	31	30	20	22	20
526372	5	42	26	37	15	28	24	17	18	18
526379	4	52	29	40	14	30	24	18	17	20
526381	5	55	27	38	15	29	25	18	18	21
526384	5	47	24	36	13	26	21	15	16	20
526389	6	52	19	38	16	27	24	17	19	24
526391	6	56	21	40	16	30	26	20	20	28
526416	6	62	30	47	12	20	24	26	21	26
526417	6	63	30	46	12	21	22	24	21	28
526418	6	61	29	47	13	19	22	26	20	26
526421	5	50	25	50	13	16	21	25	19	26
526422	4	53	20	42	11	16	19	23	18	22
526426	4	48	18	32	11	12	16	17	19	16
526428	4	46	16	37	12	14	16	19	21	15
527871	5	85	45	67	25	64	37	40	36	51
529135	4	18	9	13	3	12	8	10	11	4
529136	4	17	9	13	3	12	9	10	10	5
529137	3	17	9	13	1	10	9	9	10	5
529145	3	13	6	9	2	6	4	7	7	5
529160	2	9	5	9	1	5	7	4	5	3
529164	2	16	6	3	1	7	6	4	7	2
529177	2	12	7	7	5	9	5	7	7	6
529178	3	19	10	17	6	12	15	10	9	12
529179	3	19	10	18	6	12	13	10	8	12
529180	3	17	10	18	7	14	15	9	8	11
529181	3	18	10	15	6	13	14	9	7	10
529182	4	26	17	19	11	17	18	10	19	19
529184	4	25	16	19	11	21	18	8	19	18
529186	4	25	16	20	11	21	18	6	19	19
529187	4	32	16	19	13	20	17	7	19	21
529793	7	8	6	9	9	16	11	5	10	16
529809	2	2	4	5	4	7	8	3	5	8
529812	2	1	4	5	4	6	8	3	6	9
529813	2	1	4	5	2	4	7	2	5	5
529857	2	11	17	7	3	7	5	3	11	12
529874	2	14	22	7	4	9	7	3	12	13
529875	3	15	23	10	6	8	7	3	12	13
529933	4	46	40	26	23	32	26	17	34	46
532241	8	79	36	78	37	29	49	38	43	38
532243	8	80	33	72	35	27	50	38	40	38
532390	5	77	40	62	30	33	34	40	43	29
533036	10	87	40	52	24	37	21	46	20	48
533038	11	84	43	51	23	36	18	44	22	46
533040	10	87	40	51	23	37	19	43	22	47
534644	4	80	36	48	23	33	38	45	44	24
536196	3	66	45	48	24	36	36	55	36	32
537239	6	88	41	54	36	45	43	52	48	46
537240	7	88	40	54	33	47	43	50	48	47
537241	7	90	41	54	33	49	43	50	48	49
538270	12	51	48	35	38	39	50	27	38	51
538517	7	10	3	4	36	28	44	5	26	28
538593	4	1	1	4	35	26	37	1	29	36
539432	4	24	15	19	27	36	44	18	40	57
539719	3	2	2	4	29	42	40	1	36	39
539720	3	2	2	4	31	40	40	1	38	39
539786	6	1	2	4	33	40	48	1	28	37
540083	6	30	14	26	14	26	27	11	19	18
540221	7	32	14	7	18	35	41	6	27	27
540226	7	27	9	9	17	34	39	5	25	26
540227	7	28	10	7	17	33	36	5	27	26
540369	2	2	2	2	23	36	37	4	32	33
540463	4	11	8	9	17	27	34	8	23	29
540465	4	12	8	9	19	28	33	8	22	30
540480	4	21	11	5	16	25	40	6	19	24
540516	2	30	23	10	15	28	41	15	23	27
540753	6	82	33	61	49	37	36	55	37	48
543878	11	97	42	59	31	44	34	74	39	39
544207	5	70	25	32	13	36	29	47	27	29
544208	5	70	25	32	13	30	28	42	27	27
544278	2	24	4	14	3	9	6	12	14	10
544279	1	19	2	10	3	8	5	9	11	6
544281	1	18	2	8	3	7	3	9	9	5
544282	1	19	2	7	3	7	3	8	9	4
544742	11	82	33	68	26	49	51	34	43	40
544745	9	83	34	66	25	47	55	36	48	39
545451	5	55	25	35	28	55	33	30	27	30
547512	15	17	8	13	39	36	50	10	32	43
548100	7	75	31	54	30	28	28	36	54	42
548987	19	51	21	54	32	38	31	30	62	51
549099	18	89	8	61	49	47	29	50	63	57
549868	3	27	25	18	7	20	14	17	29	20
549892	2	22	20	18	6	17	8	14	24	17
549894	2	21	22	17	7	14	8	15	21	18
549912	4	27	16	17	4	16	14	16	28	26
549916	4	27	16	16	4	17	14	12	27	27
549920	3	37	19	22	6	24	16	11	25	26
549927	3	34	17	24	7	20	17	12	26	27
549929	4	35	18	23	8	20	17	12	26	24
549931	4	33	18	24	6	21	16	12	26	27
549932	4	33	17	24	8	20	17	13	25	27
549933	4	33	16	24	8	20	14	13	26	26
549935	4	33	13	23	8	20	15	12	26	25
549937	4	29	9	21	8	19	14	11	22	24
549947	3	31	7	19	7	17	15	11	20	22
549964	3	70	24	33	14	28	30	25	26	39
550190	2	81	17	52	31	26	37	27	35	29
551712	7	43	22	33	19	46	41	24	29	32
551752	9	35	19	33	24	39	36	20	41	39
551831	9	23	10	25	26	41	39	15	28	42
554356	10	64	44	69	34	27	37	60	43	46
554821	9	34	8	29	20	27	43	25	32	53
554966	7	16	6	14	25	38	30	17	33	59
555266	11	92	41	80	35	46	30	49	40	68
555267	13	95	42	81	34	48	34	53	39	67
555415	7	39	13	30	20	21	25	24	26	17
555416	6	41	12	29	19	23	25	22	25	18
555417	7	40	12	30	18	21	24	20	25	17
555499	1	7	4	8	6	1	7	8	11	3
555501	1	7	3	9	6	1	8	8	12	3
555536	1	6	3	4	8	3	4	3	8	10
555556	2	16	7	6	11	7	16	4	9	13
555557	3	16	7	6	11	7	16	4	9	13
556269	17	9	12	13	40	24	54	8	38	31
556509	14	3	1	4	31	33	28	1	42	42
556774	7	1	6	2	21	33	37	2	36	31
556837	8	2	3	6	27	31	38	3	40	37
556838	9	2	2	6	27	29	36	3	40	38
556848	10	4	2	7	25	29	36	3	32	34
556850	10	4	2	8	25	28	35	3	34	33
556892	9	7	5	10	26	35	34	6	31	28
557020	1	25	30	13	27	34	24	11	24	37
557590	2	19	8	11	7	12	15	4	6	11
557591	1	18	8	11	7	11	15	5	7	11
557592	1	21	10	11	6	12	14	5	7	12
557593	2	21	8	10	6	12	12	5	8	11
557599	2	20	12	12	9	15	16	9	8	15
557606	4	34	16	26	13	22	25	16	17	20
558946	12	6	23	10	31	63	65	14	55	47
560916	8	31	29	19	48	57	47	14	60	76
561291	1	50	25	44	20	23	20	24	14	28
561292	1	50	25	44	19	23	20	24	14	27
561293	1	51	24	44	19	24	20	24	15	26
561298	1	46	22	38	18	21	17	19	9	21
561301	1	50	23	43	19	23	19	22	11	26
561308	1	45	21	43	19	21	14	22	12	27
561309	1	49	23	42	18	24	17	22	14	31
561338	2	36	11	38	12	17	20	16	15	23
561344	4	31	8	36	13	19	20	16	14	22
561348	4	37	10	40	15	17	26	20	16	26
561351	4	39	10	35	14	17	20	20	15	22
561352	4	32	9	31	14	17	19	19	15	21
561353	5	32	10	32	11	15	19	20	16	20
561355	5	36	11	31	14	16	22	19	17	22
561356	5	39	13	32	18	18	27	19	23	23
561357	6	43	13	34	18	18	27	19	22	22
562924	6	17	52	18	26	42	68	9	44	48
563242	12	120	55	67	39	63	46	60	42	57
563590	10	47	13	25	56	58	48	18	18	28
564158	9	48	29	36	39	44	66	21	47	55
564312	4	34	46	25	22	38	35	16	39	29
566347	5	51	25	36	31	33	49	30	58	43
566354	5	49	23	37	27	34	51	27	51	41
566662	3	118	36	86	42	48	40	46	37	41
569230	15	28	27	27	29	57	26	21	38	30
569243	15	24	24	20	26	58	27	18	40	28
569978	17	10	5	18	39	52	43	13	44	49
571086	2	35	18	24	10	18	13	10	12	10
571095	3	45	22	28	11	20	18	15	13	15
572931	1	36	14	19	13	23	5	24	8	13
572932	1	33	15	20	13	21	6	21	8	13
572934	1	32	15	19	13	21	6	21	8	12
572940	1	35	13	18	11	19	6	15	7	13
572948	2	35	14	19	9	16	6	16	8	10
572949	2	35	14	17	11	15	5	15	6	10
572951	2	34	14	17	11	15	6	16	5	10
572956	1	24	3	12	5	10	4	9	3	5
572957	1	25	4	12	3	11	4	9	3	5
572959	1	25	6	10	4	10	3	7	3	5
572960	1	25	5	14	6	12	3	8	4	5
572963	1	28	6	15	6	12	4	8	3	5
575430	4	50	12	40	6	19	14	17	18	19
575437	4	37	11	35	6	18	14	13	13	16
575454	3	18	8	22	3	8	13	5	5	13
575467	1	8	5	12	2	4	12	4	4	10
575688	12	124	42	81	41	63	48	46	56	57
576243	14	141	59	88	46	61	47	67	79	60
576769	1	21	7	15	3	3	14	9	7	4
576800	2	21	7	10	10	5	7	14	8	13
577930	10	126	64	85	38	48	58	42	47	33
579357	2	28	12	18	5	14	23	15	11	12
579358	2	29	13	19	5	14	23	15	11	12
579360	2	29	15	19	5	14	24	16	11	12
581671	1	33	14	24	11	21	18	27	18	16
581672	1	32	14	23	11	23	18	27	18	16
581695	1	14	8	13	6	13	8	9	11	9
581696	1	14	7	11	6	13	7	9	10	9
581697	1	11	6	11	5	12	7	9	7	9
582514	3	35	17	29	6	12	23	18	10	13
582515	2	34	17	29	7	12	22	19	10	13
582517	2	31	15	23	7	12	19	17	10	13
582522	2	25	13	25	5	8	16	15	8	13
582523	2	23	13	24	5	9	12	14	8	13
582524	2	24	11	25	5	9	15	14	8	13
583780	2	19	5	9	8	8	8	14	7	6
584676	12	81	61	49	51	67	80	39	86	70
591221	4	21	2	8	11	13	12	5	8	13
591222	4	22	2	8	11	15	12	5	8	12
591223	4	17	2	7	10	13	8	4	8	12
591225	4	16	2	7	10	13	8	3	7	11
591230	4	16	2	7	8	8	7	3	6	10
591265	1	5	1	6	14	3	11	1	7	17
591268	1	5	1	6	14	4	11	1	10	17
591269	1	5	1	6	13	5	11	1	10	19
591275	1	7	2	10	14	7	11	2	10	20
594321	3	37	7	23	14	10	14	22	20	12
594323	3	33	7	22	14	10	12	21	20	12
594326	3	28	3	17	14	7	12	20	12	9
594327	2	27	2	19	14	7	10	20	11	9
594329	2	30	3	22	14	9	9	17	16	10
594331	2	29	3	22	9	8	8	14	16	10
594333	1	25	3	19	8	9	7	14	16	9
594336	1	14	2	10	2	6	1	5	10	3
594366	4	16	2	9	2	1	9	3	10	8
594380	6	28	9	21	7	3	16	16	16	17
595003	7	11	13	10	4	10	5	10	4	11
595009	2	13	6	14	8	8	6	6	6	7
595010	2	13	6	14	8	8	7	5	6	7
595011	2	13	6	13	8	8	7	6	6	7
595014	2	4	3	5	2	2	3	5	1	6
595015	2	4	3	5	2	2	3	5	1	6
595016	2	4	3	4	2	1	3	5	1	6
597832	1	17	5	20	12	9	13	7	10	14
597836	1	18	4	18	12	9	11	7	9	12
597839	2	14	3	12	13	8	9	6	11	12
597840	2	14	3	13	12	8	11	6	10	12
597844	1	5	2	3	12	3	5	4	8	10
597845	1	5	2	3	12	2	7	4	8	10
597847	1	3	1	3	10	3	7	4	9	11
597850	1	1	1	2	15	3	6	2	10	13
597851	1	2	1	2	15	4	7	3	10	14
597853	1	2	1	1	13	4	8	3	9	15
597854	1	2	1	1	14	2	7	2	9	15
597855	1	2	1	1	14	3	6	2	9	15
597866	1	6	2	3	15	4	9	4	8	14
597872	2	6	2	3	15	4	10	4	7	15
597874	2	6	2	3	15	4	10	4	8	14
599635	22	66	23	41	55	37	71	34	57	62
599845	6	149	48	133	50	73	68	70	66	75
603256	10	59	10	48	39	56	77	27	60	42
605183	17	50	34	35	29	52	58	32	41	44
605255	25	91	49	74	36	57	78	57	51	70
606616	1	19	4	15	14	3	9	12	5	4
606764	1	10	6	7	17	9	8	3	5	8
606768	1	9	7	7	14	7	7	2	4	7
607391	1	29	16	16	16	11	7	7	6	13
610603	10	111	38	71	34	41	44	59	48	29
615131	7	149	59	99	56	44	70	67	55	61
615132	7	151	57	96	58	47	67	63	54	61
615281	5	138	51	92	41	50	60	62	37	43
615282	6	137	55	92	39	51	58	62	37	43
615283	6	138	55	92	39	52	60	63	36	43
616380	14	111	52	102	44	46	62	58	61	60
618544	7	30	11	24	7	10	18	24	26	11
618570	2	7	6	11	1	2	8	9	9	1
618571	2	8	6	11	1	2	7	9	9	1
621826	9	117	53	106	35	41	63	80	34	32
621827	9	118	54	100	34	38	67	80	34	32
621973	5	138	66	95	62	60	78	97	42	57
621976	5	121	49	69	58	53	69	80	39	53
621977	5	122	45	76	58	49	68	74	40	50
622383	7	145	56	99	44	57	47	50	37	47
622533	10	138	71	79	34	47	65	60	35	47
622534	10	143	70	78	35	48	63	60	35	49
623842	15	135	45	83	22	34	47	52	42	45
623843	15	133	45	84	22	32	47	51	42	46
623845	14	131	45	82	19	37	48	50	42	46
623846	15	136	44	85	20	36	48	53	42	48
623892	15	135	47	80	26	40	42	54	39	51
628056	22	44	5	19	57	48	50	12	49	64
628300	2	11	7	15	1	3	6	9	3	4
628301	3	11	9	15	1	3	7	9	3	4
628304	5	20	16	18	6	13	13	12	10	15
628435	10	103	56	80	34	63	68	75	47	46
628808	9	116	49	67	39	41	44	61	30	41
630339	5	12	9	12	29	17	34	3	23	38
630349	5	12	8	12	28	17	33	4	23	37
630389	8	19	20	24	42	31	41	17	30	52
630415	10	23	22	25	41	33	39	19	29	47
630416	10	23	23	25	40	32	37	19	29	48
630429	14	32	29	29	37	33	41	19	28	36
630819	6	32	10	12	28	27	43	13	27	32
631250	11	77	47	61	19	36	38	41	27	34
632057	10	49	31	48	43	52	56	35	54	53
632886	8	68	38	56	26	28	20	35	26	17
632889	8	64	36	53	20	24	21	33	22	12
632916	5	56	31	41	12	19	19	23	12	9
632960	2	19	8	10	4	7	6	6	6	1
633000	1	25	4	10	9	8	10	6	5	3
633001	1	24	5	11	10	8	12	9	5	3
633005	1	26	6	12	10	9	14	11	6	5
633006	1	24	6	11	10	9	14	9	5	5
633007	1	28	6	12	10	9	14	9	6	5
633044	1	39	17	17	15	16	23	20	10	11
633347	15	118	41	82	48	45	59	52	39	37
633710	1	21	11	15	6	9	5	13	8	5
633711	1	22	11	15	6	9	4	12	7	5
633713	1	22	12	15	6	10	5	14	9	7
633714	1	23	12	16	6	10	5	10	9	6
633716	1	17	7	15	5	9	4	9	7	6
633718	1	15	12	8	4	11	10	11	7	12
633719	1	13	11	6	4	10	8	10	8	12
633725	1	17	14	15	10	14	14	11	11	15
633726	1	17	15	14	8	12	13	13	10	14
633727	2	16	13	14	7	12	12	13	9	14
633728	2	25	17	18	9	19	18	20	11	15
633751	2	42	16	20	11	26	20	27	11	19
634372	6	92	51	77	32	43	34	63	48	49
635417	8	113	38	88	49	46	24	48	47	48
637747	2	61	26	48	31	26	27	22	19	24
637770	2	48	20	38	19	24	22	21	14	17
637805	1	22	6	18	10	10	10	9	5	6
637824	3	19	13	6	9	9	5	11	3	11
637826	3	19	14	6	9	9	7	12	3	11
637827	3	19	14	6	9	10	7	13	3	12
639288	15	110	30	63	18	38	41	46	32	28
639774	6	39	22	29	13	7	15	47	20	21
639776	6	37	22	30	13	6	15	47	17	21
640259	4	74	39	74	28	30	36	40	29	43
640309	4	79	27	63	29	33	35	37	27	38
640310	7	87	31	81	36	41	40	39	29	39
640311	7	87	32	78	35	42	39	39	27	40
640315	7	88	32	82	36	44	37	41	31	39
640472	12	73	52	73	33	64	43	31	29	52
642737	7	95	34	70	28	44	31	61	33	51
642739	5	94	35	70	29	43	32	62	31	51
643443	20	108	49	57	35	41	48	49	31	50
644720	4	15	23	18	7	21	7	15	13	5
644731	2	11	10	14	3	15	5	13	10	5
644750	1	6	8	8	1	11	3	5	7	2
644922	5	10	3	5	3	2	4	3	10	2
644931	5	8	5	4	3	5	4	4	7	3
644933	5	7	5	4	4	6	6	4	8	3
645372	13	100	43	69	27	59	54	46	39	42
646019	5	81	39	62	33	36	23	56	28	30
646026	4	81	39	63	35	39	24	56	26	29
646398	6	86	27	51	32	28	35	37	18	59
646399	6	83	27	45	29	29	31	36	18	59
646997	4	26	6	6	5	5	5	8	5	3
646999	4	24	4	6	7	6	6	7	5	3
647001	4	22	6	6	6	6	6	7	5	3
647003	4	16	4	5	5	4	3	6	3	1
647610	9	95	37	69	35	47	28	37	53	37
651182	1	29	7	10	7	6	5	14	3	6
651183	1	29	7	10	7	6	4	14	3	8
651184	1	28	7	11	7	5	4	14	3	6
651187	1	26	7	9	6	5	4	13	2	6
651188	1	26	7	9	7	6	3	13	2	6
651189	1	24	6	10	7	6	4	13	2	6
651206	2	13	7	7	9	3	6	4	10	4
651207	2	13	7	7	9	3	6	4	10	4
651210	2	16	13	8	8	3	6	4	13	5
651219	2	18	13	10	9	5	6	3	14	7
651342	11	94	46	72	39	46	55	32	33	31
651343	10	90	44	67	36	42	54	32	32	31
651493	9	94	42	88	23	49	48	37	39	37
652304	11	18	3	16	27	55	36	11	50	44
652310	11	15	2	15	25	55	39	9	48	44
652314	8	13	1	13	22	53	35	8	49	47
